shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
69751,48.0279884,7.8456179,3
69751,48.0274914,7.8460983,4
69751,48.0305988,7.8427516,5
69754,48.002119,7.8207102,0
69754,48.0065074,7.8267719,1
69754,48.0065863,7.8267431,2
69754,48.0288896,7.8090444,3
69754,48.0386142,7.7967367,4
69754,48.0329293,7.8036669,5
69754,48.0331796,7.8032481,6
69754,48.0095711,7.8313139,7
69754,48.0096848,7.8315986,8
69754,48.0287453,7.8087889,9
69754,48.0182314,7.8182121,10
69754,48.0181515,7.8183599,11
69754,48.0173031,7.8199231,12
69754,48.0154438,7.8231623,13
69754,48.0157503,7.8226377,14
69754,48.0134287,7.8262852,15
69754,48.0138637,7.8256749,16
69754,48.011476,7.8295315,17
69754,48.0111244,7.8301448,18
69754,48.052245,7.7992219,19
69754,48.0511415,7.7966167,20
69914,48.0360834,7.7617266,0
69914,48.0355795,7.7614272,1
69914,48.0139137,7.8076803,2
69914,47.9881416,7.7960268,3
69914,47.99502,7.7881756,4
69914,47.9994396,7.7908945,5
69914,47.9990489,7.7278887,6
69914,47.9983185,7.7402388,7
69914,48.00017,7.7154153,8
69914,47.9981234,7.7411426,9
69914,47.9991194,7.7263757,10
69914,47.9893067,7.7893119,11
69914,48.0318307,7.7624166,12
69914,48.0316215,7.7628938,13
69914,48.0308349,7.7610767,14
69914,48.0306382,7.7610941,15
69914,48.0288722,7.7583044,16
69914,48.0288915,7.7584302,17
69915,47.9879435,7.7961578,0
69915,47.9994396,7.7908945,1
69915,47.9677547,7.6955392,2
69915,47.9981234,7.7411426,3
69915,47.9991194,7.7263757,4
69915,47.9990489,7.7278887,5
69915,47.9983185,7.7402388,6
69915,48.00017,7.7154153,7
69915,47.9893067,7.7893119,8
69915,47.99502,7.7881756,9
69916,47.9832305,7.7795208,0
69916,47.983198,7.7794912,1
69916,47.9882177,7.7959573,2
69916,47.9677547,7.6955392,3
69936,48.0318307,7.7624166,0
69936,48.0316215,7.7628938,1
69936,48.0308349,7.7610767,2
69936,48.0306382,7.7610941,3
69936,48.0288722,7.7583044,4
69936,48.0288915,7.7584302,5
69936,48.0139137,7.8076803,6
69936,47.9849742,7.6680469,7
69936,47.9861666,7.6712775,8
69936,48.0112599,7.6414232,9
69936,48.015703,7.6418285,10
69936,48.0143171,7.6386808,11
69936,48.0141325,7.6394079,12
69936,48.015703,7.6418285,13
69936,48.0112599,7.6414232,14
69998,47.9989415,7.8463482,0
69998,47.9961254,7.8413673,1
69998,47.9977651,7.8562885,2
69998,48.0007964,7.8587666,3
69998,48.0026363,7.8602775,4
69998,48.0047175,7.8629252,5
69998,48.0066008,7.8632957,6
69998,48.0095176,7.8628,7
69998,48.0112207,7.863088,8
70035,48.0350763,7.8633218,0
70036,48.0350763,7.8633218,0
70042,47.9846135,7.8937918,0
70042,47.9845383,7.8937864,1
70043,47.9846135,7.8937918,0
70043,47.9845383,7.8937864,1
70045,47.9908256,7.8533399,0
70045,47.9844411,7.8937807,1
70045,47.9966974,7.8411224,2
70045,47.9902825,7.8533538,3
70052,47.9844411,7.8937807,0
70329,47.9362476,7.8652292,0
70329,47.9502264,7.8656351,1
70329,47.9504291,7.8655823,2
70329,47.9646073,7.8580156,3
70329,47.9352161,7.8583819,4
71150,48.0360834,7.7617266,0
71150,48.0355795,7.7614272,1
71150,48.0318307,7.7624166,2
71150,48.0316215,7.7628938,3
71150,48.0310502,7.7679746,4
71150,48.0309664,7.7680174,5
71150,48.0294177,7.7709054,6
71150,48.0292369,7.7718146,7
71919,47.9675291,7.6957541,0
72507,48.0316894,7.5850289,0
72507,48.0282027,7.582077,1
72507,48.0268667,7.5815576,2
72535,48.0596087,7.6083537,0
72535,48.0792278,7.6431944,1
72535,48.0356784,7.5908414,2
74932,48.0141325,7.6394079,0
74932,48.0144582,7.6402419,1
74932,48.0356784,7.5908414,2
74932,47.9844638,7.6712396,3
74932,47.9861666,7.6712775,4
77647,48.0318307,7.7624166,0
120458,48.0350149,7.8630231,0
120458,48.0350763,7.8633218,1
120458,48.0193421,7.8557301,2
120458,48.0110597,7.8540648,3
120458,48.0108366,7.8538438,4
120458,48.0058868,7.8500231,5
120458,48.0055485,7.8497119,6
120458,48.001955,7.8459558,7
120458,48.0012015,7.8452921,8
120458,47.9961614,7.8409565,9
170986,48.0596087,7.6083537,0
171590,47.9211374,7.7391504,0
173118,47.9915559,7.8637009,0
318785,48.0350763,7.8633218,0
318785,48.0698572,7.7987958,1
334972,47.9211374,7.7391504,0
389300,47.9883887,7.7964875,0
389300,47.9883616,7.7960037,1
389300,47.9885084,7.7957975,2
389300,47.9880352,7.796113,3
389300,47.9882177,7.7959573,4
389300,47.9881416,7.7960268,5
389300,47.9879435,7.7961578,6
389300,47.9879272,7.795877,7
389300,47.9878164,7.7959869,8
389300,47.9876973,7.7959101,9
389301,47.9919822,7.7976216,0
389301,47.9922059,7.7977422,1
389303,47.9893067,7.7893119,0
556304,47.9845383,7.8937864,0
556304,47.9846135,7.8937918,1
556304,47.9823353,7.8986417,2
556304,47.9813398,7.9020328,3
556304,47.9809277,7.904274,4
556304,47.9769866,7.9107373,5
659834,48.0350763,7.8633218,0
1079463,48.028477,7.8091099,0
1079463,48.0237861,7.8120994,1
1079463,48.0182181,7.8115825,2
1079463,48.0136553,7.807664,3
1079463,48.0108597,7.811109,4
1079463,48.0068257,7.8183822,5
1079463,48.0019461,7.8258078,6
1079463,48.0021307,7.825366,7
1079463,47.9999624,7.8319294,8
1079463,48.0001675,7.8314042,9
1079463,47.9979934,7.8365942,10
1079463,47.9964981,7.8407379,11
1079463,47.9965918,7.8402708,12
1079463,47.9954363,7.8456854,13
1079463,47.9955893,7.8449744,14
1079463,47.9945961,7.8502033,15
1079463,47.9938769,7.853377,16
1079463,47.9907312,7.8542707,17
1079463,47.9892706,7.85866,18
1079463,47.9884279,7.8650611,19
1079463,47.9884641,7.8698833,20
1079463,47.9879188,7.8735642,21
1079463,47.9870651,7.8795739,22
1079463,47.98665,7.8846369,23
1079463,47.9860771,7.8889741,24
1079463,47.9845828,7.8936782,25
1079464,47.9845828,7.8936782,0
1079464,47.9861864,7.8884913,1
1079464,47.9868183,7.883275,2
1079464,47.9870568,7.8781176,3
1079464,47.9880101,7.8730494,4
1079464,47.9885475,7.8693909,5
1079464,47.9883602,7.8644773,6
1079464,47.989435,7.8581175,7
1079464,47.9905784,7.8548107,8
1079464,47.9938828,7.8534107,9
1079464,47.9947126,7.8500194,10
1079464,47.9956151,7.8449824,11
1079464,47.9955312,7.8453828,12
1079464,47.9966889,7.8399465,13
1079464,47.9965923,7.840426,14
1079464,47.9980133,7.8366135,15
1079464,48.000359,7.8310118,16
1079464,48.000135,7.8315748,17
1079464,48.0023485,7.8249974,18
1079464,48.0021112,7.8254727,19
1079464,48.0070042,7.8180205,20
1079464,48.010704,7.8115201,21
1079464,48.013875,7.807871,22
1079464,48.0183758,7.811837,23
1079464,48.0240766,7.8120112,24
1079464,48.0287536,7.8089369,25
1080375,48.0104514,7.8545278,0
1080375,48.0064226,7.855234,1
1080375,48.0027961,7.8545469,2
1080375,48.0155232,7.8545662,3
1080375,47.994501,7.8495345,4
1080375,47.9917909,7.8485127,5
1080375,47.989068,7.8479091,6
1080375,47.9894208,7.8479819,7
1080375,47.9847541,7.8474752,8
1080375,47.9795838,7.8478737,9
1080375,47.9743356,7.8474879,10
1080375,47.9668942,7.8527636,11
1080375,47.9658358,7.8558127,12
1080375,47.96457,7.8577748,13
1080375,48.0035186,7.836305,14
1080375,48.0052651,7.8347532,15
1080376,47.9975276,7.8526403,0
1080376,48.0031015,7.8546399,1
1080376,48.0107656,7.8545506,2
1080376,48.0155232,7.8545662,3
1080376,47.96457,7.8577748,4
1080376,47.9658358,7.8558127,5
1080376,47.9670177,7.8524424,6
1080376,47.9745836,7.8475263,7
1080376,47.9794449,7.8478959,8
1080376,47.9850656,7.8475246,9
1080376,47.9895994,7.8480684,10
1080376,47.9893166,7.8480117,11
1080376,47.9920563,7.8486013,12
1080376,48.0071801,7.8551931,13
1080376,47.9946652,7.8497586,14
1080376,47.9956151,7.8449824,15
1080376,48.0004665,7.833043,16
1104119,47.9764498,7.8179659,0
1104119,47.9752529,7.8227164,1
1104119,47.9740715,7.8279479,2
1104119,47.9786289,7.830965,3
1104119,47.9841432,7.8366469,4
1104119,47.9864233,7.8373911,5
1104119,47.9863191,7.8369735,6
1104119,47.9872988,7.8402984,7
1104119,47.9895994,7.8480684,8
1104119,47.9893166,7.8480117,9
1104119,47.9920563,7.8486013,10
1104119,47.9946652,7.8497586,11
1104119,47.9956151,7.8449824,12
1104119,47.9955312,7.8453828,13
1104119,47.9966889,7.8399465,14
1104119,47.9965923,7.840426,15
1104119,47.9980133,7.8366135,16
1104119,48.000359,7.8310118,17
1104119,48.000135,7.8315748,18
1104119,48.0023485,7.8249974,19
1104119,48.0021112,7.8254727,20
1104119,48.0021199,7.819661,21
1104119,47.9995488,7.8102968,22
1104119,47.9973667,7.8068879,23
1104119,47.9947714,7.8023303,24
1104119,47.9946541,7.8028366,25
1104119,47.9919822,7.7976216,26
1104119,47.9883616,7.7960037,27
1104120,47.9883887,7.7964875,0
1104120,47.9922059,7.7977422,1
1104120,47.9945066,7.8033663,2
1104120,47.9946323,7.8028071,3
1104120,47.9975596,7.8071869,4
1104120,47.9993262,7.809916,5
1104120,48.0022212,7.8200583,6
1104120,48.0019461,7.8258078,7
1104120,48.0021307,7.825366,8
1104120,47.9999624,7.8319294,9
1104120,48.0001675,7.8314042,10
1104120,47.9979934,7.8365942,11
1104120,47.9964981,7.8407379,12
1104120,47.9965918,7.8402708,13
1104120,47.9954363,7.8456854,14
1104120,47.9955893,7.8449744,15
1104120,47.994501,7.8495345,16
1104120,47.9917909,7.8485127,17
1104120,47.989068,7.8479091,18
1104120,47.9894208,7.8479819,19
1104120,47.987332,7.8398377,20
1104120,47.9862869,7.8366868,21
1104120,47.9863884,7.8370929,22
1104120,47.9838653,7.8363832,23
1104120,47.9789107,7.8312062,24
1104120,47.9741187,7.8275567,25
1104120,47.9753951,7.8223189,26
1104120,47.9765335,7.8176152,27
1108847,48.0155232,7.8545662,0
1108847,48.0126321,7.85387,1
1108847,48.0102348,7.8502289,2
1108847,48.008762,7.8476889,3
1108847,48.0074896,7.8457131,4
1108847,48.0033113,7.8407734,5
1108847,48.0035186,7.836305,6
1108847,48.0001385,7.832697,7
1108847,47.9979934,7.8365942,8
1108847,47.9964981,7.8407379,9
1108847,47.9954363,7.8456854,10
1108847,47.994501,7.8495345,11
1108847,47.9917909,7.8485127,12
1108847,47.989068,7.8479091,13
1108847,47.987332,7.8398377,14
1108847,47.9862869,7.8366868,15
1108847,47.9865461,7.8292162,16
1108847,47.9895506,7.8233376,17
1108847,47.9905848,7.819349,18
1108847,47.9911792,7.816271,19
1108847,47.9930412,7.8096352,20
1108847,47.9947714,7.8023303,21
1108847,47.9975637,7.7948415,22
1108847,47.9994396,7.7908945,23
1108847,48.0007418,7.7876724,24
1108848,48.0005651,7.7880629,0
1108848,47.9990218,7.7917601,1
1108848,47.9973781,7.7951449,2
1108848,47.9945066,7.8033663,3
1108848,47.9929242,7.8100744,4
1108848,47.9910573,7.8167069,5
1108848,47.990483,7.8197875,6
1108848,47.9893775,7.8237002,7
1108848,47.9862113,7.8293994,8
1108848,47.9864233,7.8373911,9
1108848,47.9872988,7.8402984,10
1108848,47.9895994,7.8480684,11
1108848,47.9920563,7.8486013,12
1108848,47.9946652,7.8497586,13
1108848,47.9956151,7.8449824,14
1108848,47.9966889,7.8399465,15
1108848,47.9980133,7.8366135,16
1108848,48.0004665,7.833043,17
1108848,48.0037331,7.836653,18
1108848,48.0034464,7.8410942,19
1108848,48.0076736,7.8459873,20
1108848,48.0087596,7.8477953,21
1108848,48.0104658,7.850619,22
1108848,48.0126955,7.8540976,23
1108848,48.0155232,7.8545662,24
1108886,47.9884884,7.8655331,0
1197648,48.0121484,7.8352989,0
1197648,48.0198202,7.8405398,1
1197648,48.0226863,7.8396797,2
1197648,48.0282371,7.8347188,3
1197648,48.0305988,7.8427516,4
1197648,48.0274914,7.8460983,5
1197648,48.0350763,7.8633218,6
1197648,48.0095711,7.8313139,7
1197648,48.0138637,7.8256749,8
1197648,48.0157503,7.8226377,9
1197648,48.0181515,7.8183599,10
1197648,48.0137266,7.8079596,11
1197649,48.0134713,7.8256453,0
1197649,48.0325278,7.8603016,1
1197649,48.0350763,7.8633218,2
1197649,48.012077,7.8355951,3
1197649,48.0184987,7.8393458,4
1197649,48.0199343,7.8406236,5
1197649,48.0228,7.8397736,6
1197649,48.0284038,7.8347404,7
1197649,48.0302662,7.8430667,8
1197649,48.0279884,7.8456179,9
1197649,48.0141488,7.8076739,10
1197649,48.0182314,7.8182121,11
1197649,48.0154438,7.8231623,12
1560703,48.0430077,7.5802763,0
1560703,48.0345015,7.5797361,1
1560703,48.0359284,7.5798918,2
1560703,48.0379428,7.5822633,3
1560703,48.0380773,7.5829826,4
1567052,47.9971536,7.8574144,0
1567052,47.9960913,7.8603265,1
1602333,48.0138653,7.8075105,0
1602333,48.0139137,7.8076803,1
1602333,48.0141488,7.8076739,2
1602333,48.0140621,7.8073288,3
1602333,48.0136553,7.807664,4
1602333,48.013875,7.807871,5
1602333,48.0137262,7.8073487,6
1602333,48.0137266,7.8079596,7
1602334,47.9765164,7.8172802,0
1602334,47.9765921,7.8169714,1
1602334,47.9765335,7.8176152,2
1602334,47.9764498,7.8179659,3
1602986,47.978722,7.8105531,0
1602986,47.9782199,7.8157328,1
1602986,47.9765921,7.8169714,2
1602986,47.9794849,7.820239,3
1602986,47.9816193,7.8201359,4
1602986,47.9907396,7.8201288,5
1608136,47.9841926,7.7958945,0
1608136,47.9893067,7.7893119,1
1608136,47.9990218,7.7917601,2
1608136,47.9863994,7.829164,3
1608136,47.9854595,7.826621,4
1608136,47.9849745,7.8224193,5
1608136,47.9811594,7.8203474,6
1608136,47.9793464,7.8199409,7
1608136,47.9765164,7.8172802,8
1608136,47.9782594,7.8161403,9
1608136,47.978783,7.8102839,10
1608136,47.9788197,7.8046172,11
1608136,47.977932,7.8001675,12
1608136,47.9776259,7.7949865,13
1608136,47.9808326,7.7948941,14
1608136,47.9841626,7.7958368,15
1608137,47.9840433,7.7956492,0
1608137,47.9879272,7.795877,1
1608137,47.9840676,7.7956837,2
1608137,47.980924,7.7949193,3
1608137,47.9774463,7.7949605,4
1608137,47.9781418,7.8011865,5
1608137,47.978898,7.8047742,6
1608137,47.978722,7.8105531,7
1608137,47.9782199,7.8157328,8
1608137,47.9765921,7.8169714,9
1608137,47.9794849,7.820239,10
1608137,47.9816193,7.8201359,11
1608137,47.9848626,7.8223019,12
1608137,47.9853196,7.8262881,13
1608137,47.9866518,7.8360202,14
1608137,47.9903705,7.8376845,15
1608137,47.9931026,7.8390188,16
1608137,47.9965044,7.8409648,17
1608138,47.9840433,7.7956492,0
1608138,47.9893067,7.7893119,1
1608138,47.9994396,7.7908945,2
1608138,47.9879272,7.795877,3
1608138,47.9840676,7.7956837,4
1608138,47.980924,7.7949193,5
1608138,47.9774463,7.7949605,6
1608138,47.9781418,7.8011865,7
1608138,47.978898,7.8047742,8
1608138,47.978722,7.8105531,9
1608138,47.9782199,7.8157328,10
1608138,47.9765921,7.8169714,11
1608138,47.9794849,7.820239,12
1608138,47.9816193,7.8201359,13
1608138,47.9848626,7.8223019,14
1608138,47.9853196,7.8262881,15
1608138,47.9863994,7.829164,16
1608140,47.9841926,7.7958945,0
1608140,47.9880759,7.7957349,1
1608140,47.9879272,7.795877,2
1608140,47.9965044,7.8409648,3
1608140,47.9924969,7.8384317,4
1608140,47.9898008,7.837276,5
1608140,47.9871162,7.8357765,6
1608140,47.9855755,7.8295249,7
1608140,47.9854595,7.826621,8
1608140,47.9849745,7.8224193,9
1608140,47.9811594,7.8203474,10
1608140,47.9793464,7.8199409,11
1608140,47.9765164,7.8172802,12
1608140,47.9782594,7.8161403,13
1608140,47.978783,7.8102839,14
1608140,47.9788197,7.8046172,15
1608140,47.977932,7.8001675,16
1608140,47.9776259,7.7949865,17
1608140,47.9808326,7.7948941,18
1608140,47.9841626,7.7958368,19
1866696,47.9210264,7.7394012,0
1866696,47.9209712,7.7392296,1
1866696,47.9211374,7.7391504,2
1866696,47.9232865,7.8019344,3
1866696,47.9231466,7.8015896,4
1866696,47.923616,7.7935315,5
1866696,47.9235021,7.7936209,6
1866696,47.920178,7.7872468,7
1866696,47.9203572,7.7881503,8
1866696,47.9201065,7.7808107,9
1866696,47.9200753,7.7795987,10
1866696,47.9191045,7.7455852,11
1866696,47.9185899,7.7464361,12
1877863,48.011165,7.8628853,0
1877863,48.0112207,7.863088,1
2442549,47.9841926,7.7958945,0
2442549,47.9840433,7.7956492,1
2442549,47.9211374,7.7391504,2
2442549,47.9211135,7.7393233,3
2442549,47.9209712,7.7392296,4
2442549,47.9208867,7.7393106,5
2442549,47.9210264,7.7394012,6
2442549,47.9880759,7.7957349,7
2442549,47.9242792,7.7352685,8
2442549,47.9879183,7.7958853,9
2442549,47.9742323,7.7842102,10
2442549,47.9898008,7.837276,11
2442549,47.9871162,7.8357765,12
2442549,47.9855755,7.8295249,13
2442549,47.9849745,7.8224193,14
2442549,47.9811594,7.8203474,15
2442549,47.9782594,7.8161403,16
2442549,47.9809321,7.7937151,17
2442549,47.9668197,7.7761166,18
2442549,47.9666774,7.7758376,19
2442549,47.9811293,7.7943529,20
2442549,47.9809876,7.8038044,21
2442549,47.9782199,7.8157328,22
2442549,47.9848626,7.8223019,23
2442549,47.9854608,7.8298174,24
2442549,47.9866518,7.8360202,25
2442549,47.9903705,7.8376845,26
2442549,47.9962871,7.840786,27
2442549,47.9361667,7.758712,28
2442549,47.9398013,7.7586742,29
2442549,47.9411503,7.7551878,30
2442549,47.9741243,7.7840951,31
2442549,47.9365341,7.754744,32
2442549,47.9412714,7.7545289,33
2443752,47.956203,7.7538041,0
2443752,47.9561221,7.7531502,1
2458059,48.0282027,7.582077,0
2458059,48.0309662,7.5814231,1
2458059,48.0336121,7.5795819,2
2458059,48.0385895,7.5739578,3
2458059,48.0354282,7.5735607,4
2458059,48.0332428,7.5747354,5
2458059,48.0299202,7.5790221,6
2458059,48.0296958,7.5875852,7
2458059,48.0333551,7.5823964,8
2458115,48.0310005,7.5856601,0
2458115,48.0282027,7.582077,1
2458115,48.0313075,7.5915521,2
2458115,48.0353099,7.5895158,3
2458115,48.0369604,7.5905375,4
2458115,48.039184,7.5877458,5
2458115,48.0432568,7.5854134,6
2458115,48.0405659,7.5837394,7
3046208,47.9959334,7.8407714,0
3166126,47.9946323,7.8028071,0
3166126,47.9947714,7.8023303,1
3166126,47.9946541,7.8028366,2
3166126,47.9945066,7.8033663,3
3166127,47.9930412,7.8096352,0
3166127,47.9929242,7.8100744,1
3169075,47.9782199,7.8157328,0
3169075,47.9782594,7.8161403,1
3169076,47.978783,7.8102839,0
3169076,47.978722,7.8105531,1
3169261,47.9815021,7.7956105,0
3169261,47.980924,7.7949193,1
3169261,47.9808326,7.7948941,2
3169262,47.9811293,7.7943529,0
3169262,47.9809321,7.7937151,1
3181909,47.9840676,7.7956837,0
3181909,47.9841626,7.7958368,1
3199938,48.0188204,7.6108695,0
3199938,48.010915,7.6411576,1
3199938,47.97903,7.6619718,2
3199938,47.9861666,7.6712775,3
3199938,48.0184063,7.6857234,4
3199938,48.0120908,7.7101565,5
3199938,48.0288722,7.7583044,6
3199939,47.996572,7.8412897,0
3199939,48.015703,7.6418285,1
3199939,47.9689546,7.6991207,2
3199939,47.9991194,7.7263757,3
3199939,47.9881416,7.7960268,4
3199939,47.9893067,7.7893119,5
3199939,48.0189668,7.6101708,6
3230356,47.994501,7.8495345,0
3230356,47.9946652,7.8497586,1
3230356,47.9947126,7.8500194,2
3230356,47.9945961,7.8502033,3
3230356,47.9950076,7.8494713,4
3237879,47.9864233,7.8373911,0
3237879,47.9862869,7.8366868,1
3237879,47.9863884,7.8370929,2
3237879,47.9863191,7.8369735,3
3237879,47.9866518,7.8360202,4
3237879,47.9871162,7.8357765,5
3237880,47.9854608,7.8298174,0
3237880,47.9855755,7.8295249,1
3237880,47.9862113,7.8293994,2
3237880,47.9865461,7.8292162,3
3237880,47.9863994,7.829164,4
3237881,47.9905848,7.819349,0
3237881,47.990483,7.8197875,1
3237881,47.9906806,7.8201165,2
3237881,47.9907396,7.8201288,3
3237882,47.9837119,7.836414,0
3237882,47.9837966,7.8362334,1
3237882,47.9838653,7.8363832,2
3237882,47.9841432,7.8366469,3
3247370,47.9841926,7.7958945,0
3247370,47.9811293,7.7943529,1
3247370,47.9841626,7.7958368,2
3247370,47.9882177,7.7959573,3
3250566,47.9840433,7.7956492,0
3250566,47.9882177,7.7959573,1
3250566,47.9809321,7.7937151,2
3262957,48.0704198,7.7212651,0
3262958,48.0514014,7.7276824,0
3263522,47.9847541,7.8474752,0
3263522,47.9850656,7.8475246,1
3271923,47.9905784,7.8548107,0
3271923,47.9907312,7.8542707,1
3271923,47.9908256,7.8533399,2
3271923,47.9902825,7.8533538,3
3298825,47.9975999,7.8548765,0
3298825,47.9978314,7.8541294,1
3298825,47.997335,7.8524066,2
3385101,48.0329613,7.8602078,0
3385101,48.0325278,7.8603016,1
